gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Stat5a_31165,133.6814294,1.306311651,0.217003764,6.019764955,1.75E-09,6.30E-08
Stk40_77922,298.1028129,0.915017196,0.152195517,6.012116604,1.83E-09,6.59E-08
Pcgf5_80187,1142.51934,1.059993647,0.176360047,6.010395588,1.85E-09,6.65E-08
Misp_79273,34.70837605,1.996912095,0.332451086,6.006634295,1.89E-09,6.79E-08
Ccdc25_70062,244.6535698,0.804642381,0.134102264,6.000214731,1.97E-09,7.05E-08
Vnn3_54120,16.13564202,3.146529729,0.524875082,5.994816359,2.04E-09,7.28E-08
Ccl17_77970,17.803262,3.351223109,0.560247361,5.981684773,2.21E-09,7.87E-08
Mapkapk2_30399,2440.356991,0.797306977,0.133330247,5.979940738,2.23E-09,7.94E-08
Vps41_58137,389.8345497,-0.833565259,0.139427814,-5.978471833,2.25E-09,7.99E-08
Il10rb_58064,629.2745906,0.827531284,0.138475858,5.975996785,2.29E-09,8.10E-08
Lgals3bp_66488,239.0891398,1.275814156,0.213543153,5.974502759,2.31E-09,8.16E-08
Hhip_61104,176.3123677,-1.744922609,0.29223356,-5.970986396,2.36E-09,8.32E-08
Tmem252_60150,185.3189358,2.974504777,0.498680518,5.964750311,2.45E-09,8.63E-08
Ly6c1_31947,84.22903434,1.951451611,0.327187905,5.96431463,2.46E-09,8.63E-08
Prkcd_31648,437.5615327,0.931742407,0.156269758,5.962397465,2.49E-09,8.72E-08
Grina_61643,97.10850193,1.214906229,0.20382837,5.960437344,2.52E-09,8.80E-08
Fth1_76880,7279.551557,0.90498787,0.152010597,5.953452498,2.63E-09,9.17E-08
Nsd3_68422,59.81517777,1.220935484,0.205105656,5.952714859,2.64E-09,9.19E-08
Cckar_56759,79.79899766,-2.067583933,0.347393182,-5.951711322,2.65E-09,9.23E-08
Fgfr3_69955,3862.632807,-1.110024779,0.186526141,-5.951041356,2.66E-09,9.23E-08
Igsf6_58107,42.9826031,2.217412241,0.372595593,5.951257301,2.66E-09,9.23E-08
Hykk_79992,86.62296845,-1.494242088,0.251132701,-5.950010016,2.68E-09,9.27E-08
Ralgps2_69070,237.2160119,-1.064981408,0.179023817,-5.948825277,2.70E-09,9.30E-08
Trib1_80444,1223.26443,1.179364895,0.19824128,5.949138835,2.70E-09,9.30E-08
Dnajc9_63942,421.8109374,-0.857135702,0.144133329,-5.946825118,2.73E-09,9.40E-08
Ifi202b_62091,201.066338,3.694859687,0.621376804,5.946246567,2.74E-09,9.41E-08
