gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Slc30a9_67008,1702.585315,-0.557008986,0.16225259,-3.432974389,0.000596998,0.022348511
Zcchc9_73118,83.56834458,-0.691631704,0.201518138,-3.432106457,0.000598912,0.022348511
N4bp2l1_63169,54.81972338,-0.811870142,0.236677549,-3.430279483,0.00060296,0.022393814
Vangl1_80781,119.2189319,-0.652700388,0.19036582,-3.42866376,0.00060656,0.022474285
mt-Atp8_82082,3505.369277,-1.257636557,0.367252387,-3.424447601,0.000616051,0.022667693
Nova1_64772,120.5488142,-1.01195982,0.29545281,-3.425114893,0.000614539,0.022667693
Rnpc3_59222,282.1017317,-0.72925869,0.212958474,-3.424417333,0.000616119,0.022667693
Atg5_56773,529.5605943,-0.67419195,0.197185227,-3.419079419,0.000628334,0.02282967
Bbs9_73654,141.9209829,-0.740306111,0.216463748,-3.420000434,0.00062621,0.02282967
Gfpt2_56482,339.5453004,0.717644332,0.209915857,3.418723779,0.000629156,0.02282967
Mcm3_80486,50.18801422,0.975155909,0.285243574,3.418677919,0.000629262,0.02282967
Rab11a_29803,2069.887318,-0.507508052,0.148407107,-3.419701819,0.000626898,0.02282967
Zfp606_65486,76.45663557,-0.866474236,0.253271698,-3.421125389,0.000623626,0.02282967
Zfp39_58512,87.34402335,-0.894225826,0.261634102,-3.417848898,0.000631181,0.022846434
Copb1_31128,428.0744025,-0.558683278,0.163578239,-3.41538876,0.00063691,0.022895175
Ino80e_70067,156.7367816,0.527161092,0.15430447,3.416369557,0.000634621,0.022895175
Maip1_54722,209.9263422,-0.710078232,0.207872946,-3.415924228,0.000635659,0.022895175
Smchd1_61205,260.2830508,-0.701343842,0.205469042,-3.413379622,0.000641625,0.023011872
Slit2_63410,20.81225191,1.371027386,0.401782348,3.412363416,0.000644022,0.023045104
Retreg1_70766,345.081237,-0.663312748,0.19462107,-3.40822681,0.000653865,0.023290976
