gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Rfesd_55124,216.4275752,-0.967150635,0.206509327,-4.683326652,2.82E-06,0.00167562
Fam210a_59633,476.9260232,-0.663472414,0.142025674,-4.671496325,2.99E-06,0.001698974
Rabl6_73963,193.9578145,-0.7243483,0.155327296,-4.663367733,3.11E-06,0.001698974
Rasa1_29997,658.2541888,-0.638056472,0.137375547,-4.644614604,3.41E-06,0.001789262
Rmi1_56327,369.0682731,-0.949014461,0.205671938,-4.614214617,3.95E-06,0.001995429
Matr3_75030,1000.811735,-0.602435395,0.130952464,-4.600412812,4.22E-06,0.002056168
Actr6_74026,92.4465586,-1.088416554,0.23713211,-4.589916365,4.43E-06,0.002063317
Smarca5_70752,471.8442202,-0.835062666,0.182117497,-4.585296184,4.53E-06,0.002063317
Itfg1_30888,854.9498192,-0.69303574,0.152632075,-4.540564239,5.61E-06,0.002253066
Maoa_30665,301.3132317,-0.840735695,0.184957852,-4.54555288,5.48E-06,0.002253066
Pcsk7_57804,149.5902614,0.768839877,0.16910741,4.546458837,5.46E-06,0.002253066
Slc25a46_30683,756.972901,-0.50549381,0.111162362,-4.547346803,5.43E-06,0.002253066
Cop1_73039,1128.361886,-0.492169949,0.109507899,-4.494378508,6.98E-06,0.002381716
Ryk_56738,583.3405326,-0.577993719,0.128525076,-4.497128014,6.89E-06,0.002381716
Setd3_70602,381.3843364,-0.583776419,0.129382754,-4.512011067,6.42E-06,0.002381716
Trdmt1_72939,36.68047389,-1.964014054,0.435955155,-4.505082761,6.63E-06,0.002381716
Uba6_66827,119.5038691,-0.961823973,0.21351197,-4.504777753,6.64E-06,0.002381716
Zfp992_80059,306.0799869,-1.331617695,0.296167163,-4.496169266,6.92E-06,0.002381716
Pik3ca_30701,289.4405087,-0.642440121,0.14367772,-4.471396975,7.77E-06,0.002393629
Ppp2r5c_63803,107.4972069,0.877895307,0.196582235,4.465791664,7.98E-06,0.002393629
Prpf40a_77619,685.3851756,-0.544919137,0.122084042,-4.463475544,8.06E-06,0.002393629
Rassf3_62192,2328.67912,-0.520653038,0.116647329,-4.463480167,8.06E-06,0.002393629
Snx13_32157,1948.48626,-0.581201836,0.129982074,-4.471399932,7.77E-06,0.002393629
Topbp1_31204,184.7299313,-0.616439819,0.137390721,-4.486764582,7.23E-06,0.002393629
Ccdc88a_76169,452.9915565,-0.83418242,0.187139194,-4.457550572,8.29E-06,0.002408376
Nbeal1_63407,1085.613505,-0.955532894,0.214805321,-4.448366963,8.65E-06,0.002440379
Tipin_30930,306.0245018,-0.658321544,0.14807819,-4.445769795,8.76E-06,0.002440379
Asf1a_57109,101.1185186,-0.994930304,0.225271981,-4.4165737,1.00E-05,0.002738384
Ifih1_66340,360.0468864,-1.015960402,0.232105578,-4.377147731,1.20E-05,0.003219198
Uggt1_66719,1105.168538,-0.583224949,0.133659596,-4.363509745,1.28E-05,0.003360781
Chil3_30648,2354.050179,-1.836956046,0.421550978,-4.357613059,1.31E-05,0.003387444
Kat2b_64780,682.8156747,-0.752001814,0.173511631,-4.334013865,1.46E-05,0.003702129
Ubtf_69427,2070.460145,-0.601278673,0.139066119,-4.323689178,1.53E-05,0.003809254
Bloc1s6_75600,238.5062424,0.528534152,0.122414426,4.317580602,1.58E-05,0.003846254
Mff_64404,728.8461241,-1.060639092,0.246745238,-4.298518997,1.72E-05,0.004113798
Rab6a_68205,554.0981967,-0.65423933,0.152726568,-4.283729669,1.84E-05,0.004113798
