gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Rmi1_56327,369.0682731,-1.131309199,0.206940989,-5.466820283,4.58E-08,1.99E-05
Mettl9_60859,1375.040591,-0.861387623,0.158150211,-5.446642273,5.13E-08,2.13E-05
Rap1a_77941,1082.341776,-1.020940258,0.187460215,-5.446170303,5.15E-08,2.13E-05
Spred1_58716,1667.894531,0.77806919,0.143070149,5.438375476,5.38E-08,2.17E-05
Rassf3_62192,2328.67912,-0.632783487,0.116623579,-5.425862334,5.77E-08,2.22E-05
Smpdl3a_68633,1072.073415,-1.371770966,0.252735691,-5.427689939,5.71E-08,2.22E-05
Tnks2_67404,859.7863687,-0.976517814,0.180137104,-5.420969875,5.93E-08,2.24E-05
Pbrm1_70578,875.1784556,-0.664258924,0.12277294,-5.41046687,6.29E-08,2.32E-05
Arfgef1_57541,1890.167735,-0.751877736,0.139933041,-5.3731251,7.74E-08,2.73E-05
Gnl1_58119,51.23458345,1.264043312,0.235277387,5.372566081,7.76E-08,2.73E-05
Tlr3_73636,71.07336175,-1.177340745,0.2192242,-5.370487142,7.85E-08,2.73E-05
Fntb_58406,86.91695455,1.160140947,0.217803561,5.326547205,1.00E-07,3.41E-05
Top2b_71230,696.4215724,-0.7280907,0.13732034,-5.302132966,1.14E-07,3.82E-05
Aida_80771,1447.041054,0.653773601,0.123606456,5.289154162,1.23E-07,4.02E-05
Inpp5k_68977,388.8325128,-1.04271559,0.197306465,-5.284751261,1.26E-07,4.05E-05
Rala_30355,1247.109222,-0.86741358,0.164299976,-5.27945044,1.30E-07,4.09E-05
Map2k4_70072,213.6330773,-1.221333435,0.231545461,-5.274702551,1.33E-07,4.12E-05
Prnp_82120,300.3282211,1.038316429,0.197693611,5.25214964,1.50E-07,4.46E-05
Selenot_65863,257.8517036,-2.578892744,0.491180084,-5.250401697,1.52E-07,4.46E-05
Zfp60_76673,198.7102188,-1.045319042,0.198854745,-5.256696503,1.47E-07,4.46E-05
Capns1_74461,2287.431549,-0.806653792,0.153736975,-5.246973234,1.55E-07,4.47E-05
Prnp_82119,327.3777227,0.778065409,0.148645784,5.234359079,1.66E-07,4.71E-05
Prpf40a_77619,685.3851756,-0.639737267,0.122558947,-5.219833256,1.79E-07,5.01E-05
Zfp758_70179,213.4949747,-1.885602163,0.361559568,-5.215190887,1.84E-07,5.06E-05
Sypl_31368,2026.489738,-0.668927498,0.128468079,-5.206954952,1.92E-07,5.21E-05
Mboat2_79973,558.8677352,-1.321050763,0.253944535,-5.202123219,1.97E-07,5.26E-05
Creb1_71798,17.77150915,-2.056873235,0.39617536,-5.191825241,2.08E-07,5.48E-05
Map2k3_65034,613.0607363,0.747457132,0.144435041,5.175040109,2.28E-07,5.82E-05
Ubtf_69427,2070.460145,-0.721059729,0.139338967,-5.174860588,2.28E-07,5.82E-05
Mtmr2_64311,139.1757149,-1.22585398,0.237774269,-5.15553675,2.53E-07,6.36E-05
Txnl1_55441,3012.899413,-0.764188028,0.148305669,-5.152790398,2.57E-07,6.36E-05
C1galt1_60779,714.7353913,-0.98918311,0.192122769,-5.148703183,2.62E-07,6.41E-05
Cox6c_69727,2363.774282,-1.183062836,0.229954624,-5.14476646,2.68E-07,6.43E-05
Ubxn4_62275,651.4884497,-1.049420877,0.204047732,-5.143016615,2.70E-07,6.43E-05
Gng11_55923,1429.057787,-1.107798154,0.216110394,-5.126075305,2.96E-07,6.94E-05
Huwe1_68852,498.1940089,-1.206323533,0.235734279,-5.117302144,3.10E-07,7.17E-05
Nbeal1_69997,836.6549391,-0.900530536,0.177069595,-5.08574347,3.66E-07,8.33E-05
Pik3ca_30701,289.4405087,-0.738630042,0.145282294,-5.084102269,3.69E-07,8.33E-05
Golga7_64303,648.8078308,-0.906041661,0.179049068,-5.060298115,4.19E-07,9.22E-05
Zbtb25_55165,154.7397418,-1.121258628,0.221602459,-5.059775212,4.20E-07,9.22E-05
Ube3a_80108,713.8187933,-0.841987346,0.166587445,-5.054326538,4.32E-07,9.37E-05
Zfp106_75666,767.0077088,-0.764213337,0.151383352,-5.048199339,4.46E-07,9.56E-05
Sntb2_81965,674.9206904,-0.685753676,0.13595578,-5.043946455,4.56E-07,9.65E-05
Drg1_79007,1359.434613,-0.816927345,0.162251669,-5.03493956,4.78E-07,9.88E-05
Mff_64404,728.8461241,-1.252629986,0.248776081,-5.035170499,4.77E-07,9.88E-05
Cdc27_58942,372.2516059,-1.077737049,0.214599076,-5.022095488,5.11E-07,0.000103149
Fbxo18_72416,1186.06316,-0.462385554,0.092064133,-5.022428816,5.10E-07,0.000103149
Crybg3_78298,851.4959546,-0.732928179,0.146592379,-4.999770001,5.74E-07,0.00011069
Rpl21-ps4_67897,4041.366768,-0.902689903,0.180315851,-5.006159465,5.55E-07,0.00011069
Zfp748_67960,197.9046896,-0.902570088,0.180493046,-5.000580939,5.72E-07,0.00011069
Zfp760_55727,42.84146798,-1.716218816,0.343009353,-5.003416958,5.63E-07,0.00011069
Atp6v1e1_75186,926.2404667,-0.860018998,0.172409183,-4.988243579,6.09E-07,0.000112501
Jrkl_55145,338.6627447,-0.77598191,0.155523816,-4.989473188,6.05E-07,0.000112501
Nek7_73928,1468.758407,-0.57502313,0.115251892,-4.989272815,6.06E-07,0.000112501
Smpdl3a_70278,356.37166,-0.977236591,0.195876032,-4.989056505,6.07E-07,0.000112501
Eif2a_73789,556.2051833,-0.886699769,0.178209509,-4.975603001,6.50E-07,0.000118172
Ranbp9_80402,1005.660201,-0.619861082,0.124603796,-4.974656491,6.54E-07,0.000118172
Pls3_57065,2246.709331,-0.678005222,0.136555305,-4.965059548,6.87E-07,0.000122888
Sort1_62170,1880.248597,-1.006448809,0.203139856,-4.954462562,7.25E-07,0.000128453
N4bp2l1_63169,54.81972338,-1.230251246,0.248587613,-4.948964391,7.46E-07,0.000130049
Ttc30b_62618,207.1380072,1.372063432,0.277289366,4.948128558,7.49E-07,0.000130049
AU021092_61815,650.9022866,-1.259731209,0.254974276,-4.940620786,7.79E-07,0.000132131
Hist2h2ac_80585,217.9179041,0.956255778,0.193676389,4.937389543,7.92E-07,0.000132131
Lama3_56547,158.3021588,-1.057911514,0.214027352,-4.942879975,7.70E-07,0.000132131
Vps37a_56960,869.4411759,-0.912488836,0.184767771,-4.938571441,7.87E-07,0.000132131
Atg4c_54845,187.5858792,-0.927990297,0.188185717,-4.931247226,8.17E-07,0.000135057
Clip1_61747,794.9669647,-0.628586834,0.127560939,-4.927737594,8.32E-07,0.000136207
Rala_76479,706.7901376,-0.65070162,0.13231211,-4.917929441,8.75E-07,0.000141872
Smc6_78865,570.0612534,-0.919019275,0.186974872,-4.915202045,8.87E-07,0.00014253
Pkm_72738,210.9628476,0.850783975,0.173308043,4.909085345,9.15E-07,0.000144374
Slc34a2_74194,2116.712434,0.800818109,0.163096803,4.910078507,9.10E-07,0.000144374
Slc30a9_67008,1702.585315,-0.804576774,0.164149915,-4.90147543,9.51E-07,0.000148729
Lmna_72278,169.7376948,0.913765544,0.186641626,4.895829306,9.79E-07,0.000150326
Nipsnap3b_56098,225.4059456,-0.995139995,0.20324979,-4.896142802,9.77E-07,0.000150326
Selenok_75921,759.1811982,-0.81742522,0.167021416,-4.894134177,9.87E-07,0.000150326
Vbp1_29593,749.0381738,-1.062410245,0.217869971,-4.876350061,1.08E-06,0.000163096
1110059G10Rik_53980,1105.320953,-0.784062331,0.161734716,-4.847829523,1.25E-06,0.00018516
Vps54_60495,241.2733161,-0.685699309,0.141400539,-4.849340142,1.24E-06,0.00018516
Gpc1_58802,517.8632988,1.370683953,0.283672965,4.831916059,1.35E-06,0.000197605
Itfg1_30888,854.9498192,-0.739834525,0.153126277,-4.831532129,1.35E-06,0.000197605
4932438A13Rik_78786,172.0924049,-0.923231462,0.191604685,-4.818417998,1.45E-06,0.000209286
Mme_70214,361.1952664,-1.382461086,0.287675626,-4.805624678,1.54E-06,0.000220453
Sdcbp_53811,2493.023149,-0.678449385,0.141204553,-4.80472739,1.55E-06,0.000220453
Cdr2_58483,435.7257732,-1.069323623,0.22268752,-4.801901899,1.57E-06,0.000221246
Lrif1_65652,142.3257296,-1.623571767,0.338190957,-4.800754525,1.58E-06,0.000221246
Ryk_56738,583.3405326,-0.624537398,0.13015076,-4.798568983,1.60E-06,0.000221884
Commd1_63466,1298.573046,-1.018407419,0.212516273,-4.792138529,1.65E-06,0.000223841
Slc37a3_63108,140.3970709,0.862641518,0.180014978,4.792054116,1.65E-06,0.000223841
Zeb1_66163,62.09798728,-1.967496138,0.410567607,-4.7921368,1.65E-06,0.000223841
Zfp654_71240,283.8474312,-0.787751601,0.164628294,-4.785031677,1.71E-06,0.000230015
Alcam_79961,463.2777845,-0.902032012,0.188671543,-4.780964824,1.74E-06,0.000231134
Mkrn1_77195,1099.669399,-0.913452873,0.191005337,-4.782342151,1.73E-06,0.000231134
Hmox2_75080,375.6702067,-0.857256247,0.179564134,-4.774095082,1.81E-06,0.000234876
Mmgt1_54844,863.291336,-0.894626089,0.187389174,-4.774161014,1.80E-06,0.000234876
Srsf2_75662,195.4687251,0.719398986,0.150716947,4.773179137,1.81E-06,0.000234876
Lmo7_70010,59.98630677,-1.6657078,0.350249757,-4.755771467,1.98E-06,0.000252287
Slc35a3_31971,937.5864455,-0.613634624,0.128999346,-4.756881687,1.97E-06,0.000252287
Uba6_66827,119.5038691,-1.049123349,0.221042457,-4.74625265,2.07E-06,0.000262519
Fbxo8_67408,316.0007921,-0.923679866,0.194736195,-4.743236686,2.10E-06,0.000264528
Hsdl2_60614,603.1470938,-0.955663079,0.201841788,-4.734713692,2.19E-06,0.000273906
Alg11_64834,20.63750229,-1.705538558,0.36066951,-4.7288127,2.26E-06,0.000279973
Ehd2_70002,412.5240199,0.810495823,0.171466383,4.726849698,2.28E-06,0.000280687
Chpt1_78785,293.5707264,-1.462634697,0.309847668,-4.720496062,2.35E-06,0.00028756
Srgap2_63132,490.4190034,-0.642823896,0.136393805,-4.712999222,2.44E-06,0.000296262
Ppp4r3b_76855,96.77609735,-0.928102037,0.197013421,-4.710856905,2.47E-06,0.000297315
Slc25a4_80686,1040.634006,0.920056826,0.195451867,4.707332003,2.51E-06,0.000300414
Kmt5b_69498,509.4051016,-0.885630454,0.188413285,-4.700467142,2.60E-06,0.000308565
Zfp277_74155,117.6038326,-1.209244723,0.25741731,-4.697604532,2.63E-06,0.000310791
Aldoa_65660,492.7960463,0.936043625,0.199540063,4.691005952,2.72E-06,0.000318234
Cnot6_74982,1282.624957,-0.882333531,0.18813071,-4.690002653,2.73E-06,0.000318234
Dync1li1_59417,925.8529415,-0.858490426,0.183125871,-4.68798003,2.76E-06,0.000319252
Apc_69392,520.9747477,-0.757929535,0.161943418,-4.680212036,2.87E-06,0.000327227
Gfpt1_67746,289.6177748,-0.944493537,0.201801496,-4.680309896,2.86E-06,0.000327227
Srp9_79256,824.4514105,-0.897153506,0.192203731,-4.667721586,3.05E-06,0.000345484
Commd10_57835,693.9108435,-0.579135035,0.124171616,-4.663988874,3.10E-06,0.00034953
Trappc6b_65552,505.5763079,-1.372913417,0.294555432,-4.660967916,3.15E-06,0.000352412
Aftph_57768,258.7661007,-0.752524661,0.161849433,-4.649535351,3.33E-06,0.000362339
Ier5_54050,470.291811,0.834585686,0.179530891,4.648702413,3.34E-06,0.000362339
Ints10_79207,406.3030752,-0.768732166,0.165281026,-4.651061194,3.30E-06,0.000362339
Psmc2_60765,1614.889845,-0.644126012,0.138505825,-4.650533731,3.31E-06,0.000362339
Sh2b3_72895,95.22720026,0.971036689,0.208738855,4.651921129,3.29E-06,0.000362339
Spry2_56791,64.50449386,1.051834423,0.226736457,4.639017634,3.50E-06,0.000377379
