Molecule Name,13 Total Area MS1,14 Total Area MS1,15 Total Area MS1,16 Total Area MS1,17 Total Area MS1,18 Total Area MS1,19 Total Area MS1,20 Total Area MS1,21 Total Area MS1,22 Total Area MS1,23 Total Area MS1,24 Total Area MS1,25 Total Area MS1,26 Total Area MS1,27 Total Area MS1,29 Total Area MS1,30 Total Area MS1,49 Total Area MS1,50 Total Area MS1,51 Total Area MS1,52 Total Area MS1,53 Total Area MS1,54 Total Area MS1,55 Total Area MS1,56 Total Area MS1,57 Total Area MS1,58 Total Area MS1,59 Total Area MS1,60 Total Area MS1,62 Total Area MS1,63 Total Area MS1,64 Total Area MS1,65 Total Area MS1,66 Total Area MS1,67 Total Area MS1,68 Total Area MS1,69 Total Area MS1,70 Total Area MS1,101 Total Area MS1,102 Total Area MS1,103 Total Area MS1,104 Total Area MS1,105 Total Area MS1,106 Total Area MS1
PE(P-18:0/22:5)a,3904641,4502754,4342844,3571097,3188593,4554549,4904180,4795323,4824226,4522410,4661783,3669204,4486852,4309823,3822382,4906669,4244765,5467894,4571538,3613582,4137407,4204120,3794895,5470600,4565337,4386450,4985322,4409466,3774690,4177865,4837806,3935317,3685626,5106023,4246652,4392367,3875496,4843725,4261892,4588209,3661721,4155184,5686255,4004551
PE(P-18:0/22:5)b,666345,689123,590123,694070,627966,544451,702364,866144,666863,892134,618791,645713,667888,667373,592592,1214564,587176,1273169,467226,640581,693366,593642,643439,894331,906192,778991,1064337,813826,619137,708112,752808,629077,623355,947830,682047,772901,559896,575308,847333,770138,517493,672695,860437,577549
PE(O-18:0/22:5),252374,297161,321814,270193,213706,229470,472733,319646,324584,367333,323008,251253,430723,259997,279305,488156,343086,465094,341946,312763,320991,289302,336304,420132,359115,329377,337088,329301,323545,319151,380257,269949,270320,472420,355232,350096,329822,315804,300006,331307,207485,289237,459344,262267
PE(P-18:0/22:4),5020861,5114103,5015230,5375828,5044978,5454590,5180084,5518566,4864534,5186527,5258635,4861262,5886907,5132726,5216630,7203953,5574892,8460202,4337926,4887290,6357669,5331556,5333297,5737024,6484659,6028278,7118791,5512803,5913037,4297407,7303522,5540766,4632145,6722583,5484137,5752708,4591758,5651310,5587413,5163355,5086003,5339828,7471666,5825843
PE(O-40:5);PE(P-40:4),1305742,1206465,1660390,1148594,1442427,1742888,1412343,1910150,1654283,1817583,1768801,1295973,1239505,1745979,1344782,2652407,1888262,2774588,1360393,1349851,1384664,1254366,1648998,1808457,1628481,1721844,2097905,1760344,1851550,1806246,1723986,1344684,1415105,2029031,1677172,1807542,1300139,1529396,2015749,1855803,1277084,1407128,2014200,1741047
PI(16:0_18:2),757482,900910,737541,765346,747090,740817,168086,764347,857058,600976,942132,809555,757928,795990,746999,825087,551766,1099381,617792,737447,701770,705945,706027,800006,947549,841524,954460,592808,728604,709673,966796,828621,852341,875808,1079327,923860,786138,842264,390090,728713,309057,734316,600000,573218
PI(16:0_20:4),3113584,3421073,3049200,3088210,2946522,2961756,693361,3265289,2932157,2008174,3268812,2993381,3673156,2964816,3203986,3159612,2253996,5556296,2811906,3069994,3096684,3524680,2577109,3435233,3803919,2821263,3636375,2547451,3461078,3071201,3996017,3239517,2980006,3014552,3715664,3505775,2702113,3325866,1791903,2673442,1463911,2937430,2153913,1976958
PI(16:0_20:3),221861,311343,230221,217333,189538,152499,34571,229358,238488,158077,272978,243359,245021,251440,267902,204043,168465,620183,302078,265198,220481,345587,185540,297701,260688,249991,259328,151424,261515,220354,298927,218961,356044,196048,350757,396579,220811,216532,206515,210982,63285,271358,143060,147184
PI(18:1_18:2),281500,326517,260237,297242,260377,310201,33040,283766,343523,287530,310503,229643,238190,324736,243446,251007,217990,300860,223870,208396,223322,301899,274116,311374,284618,228486,347640,203932,293556,277175,349979,269865,273403,257140,541994,451352,394344,435195,163385,291379,117146,284290,211753,197618
PI(18:0_18:2),790348,1069907,750228,815595,811885,798777,174464,767336,912305,701375,997922,749182,742536,872888,804640,1100392,648057,1163642,637501,707449,853750,804891,890405,978547,950286,812743,1088492,671426,979002,878544,968789,753774,839568,1073853,1470466,1354641,1129711,1131739,495250,734078,302201,709458,637785,587973
PI(18:1/18:1),116024,125867,115736,165970,123969,166952,20368,131649,140332,134466,133815,133418,128958,146760,127410,83840,116509,159970,135152,124486,111770,172001,156444,185005,129067,124557,172861,101608,155395,124984,176790,148755,149822,106970,311398,189909,168773,200140,119551,204992,67984,139339,107147,109490
PI(17:0_20:4),203507,226997,165736,174992,202892,223202,27424,222665,174876,111075,198159,176784,225558,245131,170802,257324,141489,337331,139722,133899,258280,274692,183139,254392,274809,178028,288313,161156,200126,206546,238294,175767,171515,174658,231323,225351,164634,215774,117146,124542,61305,184411,108526,102316
PI(16:0_22:6),2437531,2665770,1889984,2077583,2152717,2130505,573778,2181520,2113361,1596928,2505163,2148486,2302201,2162307,2194376,2813885,1502256,3557012,1957410,2339155,1995404,1955562,1951003,2371704,2816675,2386341,2616114,1925235,2318290,1987540,2727867,2752461,2342416,2548945,2925518,2362640,2189137,2198162,1352219,2270087,1073467,2269810,1755680,1551055
PI(16:0_22:5);PI(18:1_20:4),2037249,2191755,2101914,2318659,1911503,2382831,476993,2320084,2068970,1638806,2238203,2113818,2296552,2122581,2221512,2322407,1629786,3517584,2249521,2094288,2068311,2550304,1980674,2574698,2588657,2070824,2607717,2072504,2450844,2340356,2793026,2317702,2057395,2196528,2815243,2478192,2074274,2410714,1381154,2130562,1123142,2085593,1695582,1488884
PI(18:0_20:4),15611534,16275722,15150910,14656420,15501174,15683315,5589168,16317410,15573899,12988305,16895010,14996586,16377572,16517061,15801008,17706904,14109774,20136466,14515983,15437158,16447988,16559238,15546121,17146108,17791042,15325246,16997864,15303786,16593327,16613620,17856062,16306717,14943336,17685012,16599980,16886466,14671944,16487999,12561383,15673128,10340133,15278206,13885365,12601929
PI(18:0_20:3),1030392,1129076,1009602,1032303,1020630,1046295,273072,1202556,993543,902899,1505249,997994,1146164,1201076,1177180,1549997,848816,2839084,1352297,1261708,1094589,1477521,1082459,1683030,1290679,1353573,1221318,1119753,1164363,1162324,1273270,1133421,1339484,1447284,1676905,1988624,1176247,1162104,1105206,1174707,393799,1157772,726886,922567
PI(18:0_22:6),1369419,1394132,1036636,1101442,1160393,1101938,295061,1360407,1228414,826430,1366614,1040703,1106050,1108180,1210319,1947347,800675,1703933,1033171,1018373,1068236,1131381,1098616,1419363,1469210,1204426,1384206,1071643,1073580,1224794,1240901,1274258,1097256,1486814,1445750,1411494,1209553,1098187,796054,1172904,472725,1164671,931571,801101
SM(d32:1),50769,62432,57018,49820,41340,62334,72248,65600,70481,60524,73534,46164,62070,57778,37263,84303,73738,109960,54112,30799,86004,70673,64529,80233,85852,78410,40682,94701,56443,53887,72054,44614,41468,83323,61262,71339,62800,77563,72360,69031,62872,74336,74747,51515
SM(d18:2/16:0),565408,540097,568061,540709,549784,623625,684518,654354,591614,654934,555031,528638,607618,608121,529283,601776,672625,754985,583945,575218,669135,639453,574234,747331,686584,736817,653204,708578,622268,609853,647743,648514,576449,663712,617472,601723,554963,627240,783328,712844,746783,665820,801351,698476
SM(d18:1/16:0),5802139,6086618,6244674,6294421,5931947,5740298,5444622,5617913,5783436,6353232,6036733,5728733,6137490,5902111,6154678,7823716,6828660,6894006,5717318,6892412,7606114,5599490,6562899,7079878,6567954,6108926,5588923,7239394,6170872,6156758,6259152,5478498,5726717,7218323,5993457,6713516,5655952,6204837,5554279,5880318,6204589,5821085,6109112,5976330
SM(d36:2),192238,226150,191228,147933,162838,187059,244885,218527,193602,202588,180438,223737,255504,185748,179189,216815,227546,282767,176717,109080,179155,168332,176773,243961,230361,230197,206985,239363,209362,208690,242135,193237,172838,204536,203595,177216,175819,198218,234909,244661,271790,245120,284428,234628
SM(d36:1),1995066,2208882,2107635,1557626,1601296,1873727,1996900,1948849,1876426,2033643,1867198,2072160,2392470,2017319,1997220,2570331,1936127,2131712,1976902,2220145,2029905,1910860,1951782,2098007,2286314,2147997,2094970,2200125,1917015,2001985,2357717,1925173,1852921,2161079,2065927,1863602,1852075,2042418,1927093,1988062,2012841,2252827,2372505,2069333
SM(d38:1),2433553,2567304,2906838,2153843,2456017,2828094,2591239,2687893,2392642,2665523,2831489,2587902,2843263,2923981,2716674,3797493,2662440,3532409,2791914,2861689,2915826,2547039,2579427,3274416,3165994,2970379,3177737,2772567,2978907,3302047,3272209,2811985,2673110,3068956,2722838,2791239,2540504,2475965,2874256,2811775,2436032,2862934,3523587,2782776
SM(d40:1),5531032,6302581,6032960,5334053,5671808,5575546,6195364,6152327,6006977,6118985,6497615,5617204,6568440,6320717,5912889,6695769,6217876,7606009,6491502,5980357,6263148,5829504,5736911,7156378,7437254,6987311,6782651,6222119,6194381,6442046,7250340,5574800,6011920,6801909,6302355,6169301,5888174,6831090,6122281,5984917,5530934,6017619,7298433,6035258
SM(d41:1),3052986,2873391,3418497,2982066,2859092,3638385,3128592,3495178,3591140,3341177,3484488,3138147,3314290,3295547,2930040,4535857,3108185,4754514,3288198,3445919,4203624,3568112,3110640,3821469,3998706,3499663,3748280,3816356,3196010,2875263,3765426,3000890,3011156,3665443,3073961,3280132,3210116,3695300,3986174,3291039,2921743,3264070,4253083,3483598
SM(d42:3),5624357,5481812,5691606,5234392,5075256,6195591,6264505,6559390,6431112,6073224,5818572,5670989,6607298,5511683,5798507,5968229,6374754,7575814,5324697,5657831,5956960,6385987,5660851,6469446,6550855,6180642,6809531,5990894,6802826,6279978,6790154,5796561,5964155,6266444,6623487,6215583,6145071,6816465,6573206,6737365,6626246,6040873,7155207,6092746
SM(d18:1/24:1),12850298,12526302,12449518,11710576,12713666,13864751,12968897,13110205,13695464,13078056,14265848,12585610,14202669,13187091,13212077,15859061,13762688,16376851,13183011,12283862,13784630,13247039,13160947,14546617,14428434,13925994,14996682,14497908,13212276,13329251,14536635,12674450,12754483,14671567,13920652,12749013,12827338,14615078,13493423,13806759,13044556,13520983,14684255,12669239
TIC,100723128,109799632,99084976,108975864,100064904,101819832,109404576,120037920,103256552,105127952,109638640,107954576,107836648,109290704,99306744,109488096,106450728,128750728,104942560,97897416,103746304,108791936,98012144,108432008,109056536,106468728,113764760,104827792,104966184,99861320,108311904,101187672,99714360,106651448,106609512,106621200,102521248,109917128,115137000,108157760,98833904,106280192,110750992,101915560
